ProspectType,ActionType,SubAction,Nationality,IDType,ID,ActionDate
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1054011,2024-10-16 08:07:48
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1054110,2024-10-17 17:05:49
Live-Out,Placements,Ex-CC-Live-Out,African,Contract,1050737,2024-08-30 09:19:27
Live-Out,Placements,Ex-CC-Live-Out,African,Contract,1053624,2024-10-09 21:38:08
Live-Out,Placements,Ex-CC-Live-Out,African,Contract,1053836,2024-10-12 19:07:36
Live-Out,Placements,Ex-MV,Filipina,Contract,1040513,2024-04-12 18:45:04
Live-Out,Placements,Ex-MV,Filipina,Contract,1040519,2024-04-13 09:18:23
Live-Out,Placements,Ex-MV,Filipina,Contract,1040596,2024-04-15 08:02:13
Live-Out,Placements,Ex-MV,Filipina,Contract,1042208,2024-04-30 08:02:29
Live-Out,Placements,Ex-MV,Filipina,Contract,1043932,2024-05-05 08:56:05
Live-Out,Placements,Ex-MV,Filipina,Contract,1044054,2024-05-05 17:36:10
Live-Out,Placements,Ex-MV,Filipina,Contract,1044309,2024-05-06 12:59:06
Live-Out,Placements,Ex-MV,Filipina,Contract,1046027,2024-05-11 18:43:29
Live-Out,Placements,Ex-MV,Filipina,Contract,1046479,2024-05-14 11:21:08
Live-Out,Placements,Ex-MV,Filipina,Contract,1046547,2024-05-15 16:52:52
Live-Out,Placements,Ex-MV,Filipina,Contract,1047109,2024-05-30 14:07:18
Live-Out,Placements,Ex-MV,Filipina,Contract,1047913,2024-06-19 20:08:10
Live-Out,Placements,Ex-MV,Filipina,Contract,1048800,2024-07-12 14:04:25
Live-Out,Placements,Ex-MV,Filipina,Contract,1049226,2024-07-26 16:37:22
Live-Out,Placements,Ex-MV,Filipina,Contract,1049478,2024-08-01 09:11:42
Live-Out,Placements,Ex-MV,Filipina,Contract,1049710,2024-08-07 14:20:32
Live-Out,Placements,Ex-MV,Filipina,Contract,1049890,2024-08-12 16:31:19
Live-Out,Placements,Ex-MV,Filipina,Contract,1050140,2024-08-19 09:29:26
Live-Out,Placements,Ex-MV,Filipina,Contract,1050171,2024-08-19 18:21:06
Live-Out,Placements,Ex-MV,Filipina,Contract,1050213,2024-08-20 15:17:46
Live-Out,Placements,Ex-MV,Filipina,Contract,1050218,2024-08-20 17:26:27
Live-Out,Placements,Ex-MV,Filipina,Contract,1050229,2024-08-20 20:52:17
Live-Out,Placements,Ex-MV,Filipina,Contract,1050484,2024-08-25 18:35:38
Live-Out,Placements,Ex-MV,Filipina,Contract,1050667,2024-08-28 20:44:34
Live-Out,Placements,Ex-MV,Filipina,Contract,1050750,2024-08-30 13:53:09
Live-Out,Placements,Ex-MV,Filipina,Contract,1051222,2024-09-04 09:29:52
Live-Out,Placements,Ex-MV,Filipina,Contract,1051650,2024-09-11 09:10:33
Live-Out,Placements,Ex-MV,Filipina,Contract,1051989,2024-09-16 15:40:14
Live-Out,Placements,Ex-MV,Filipina,Contract,1052116,2024-09-18 13:59:10
Live-Out,Placements,Ex-MV,Filipina,Contract,1052698,2024-09-29 10:08:03
Live-Out,Placements,Ex-MV,Filipina,Contract,1054465,2024-10-23 15:22:58
Live-Out,Placements,Ex-MV,African,Contract,1047787,2024-06-14 19:32:34
Live-Out,Placements,Ex-MV,African,Contract,1049675,2024-08-06 13:54:07
Live-Out,Placements,Ex-MV,African,Contract,1049807,2024-08-10 11:13:52
Live-Out,Placements,Ex-MV,African,Contract,1050223,2024-08-20 19:01:10
Live-Out,Placements,Ex-MV,African,Contract,1050378,2024-08-23 18:52:40
Live-Out,Placements,Ex-MV,African,Contract,1050519,2024-08-26 12:10:44
Live-Out,Placements,Ex-MV,African,Contract,1050935,2024-08-31 19:53:10
Live-Out,Placements,Ex-MV,African,Contract,1051816,2024-09-13 15:35:13
Live-Out,Placements,Ex-MV,African,Contract,1052275,2024-09-21 15:39:22
Live-Out,Placements,Ex-MV,African,Contract,1052550,2024-09-26 10:38:20
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1034598,2024-04-30 23:07:04
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1034602,2024-03-11 23:02:26
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1034776,2024-05-26 23:01:14
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1034815,2024-03-13 23:03:06
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1036716,2024-09-30 23:03:06
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1036817,2024-08-06 23:01:51
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1036833,2024-10-01 23:00:50
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1037211,2024-04-21 23:01:27
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1037301,2024-03-31 23:09:28
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1037597,2024-10-10 23:02:48
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1038037,2024-04-08 09:30:22
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1038095,2024-05-01 23:05:28
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1038404,2024-04-01 23:04:04
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1038661,2024-03-31 23:10:06
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040001,2024-06-30 23:08:09
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040227,2024-07-09 23:01:43
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040233,2024-04-19 23:01:09
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040244,2024-04-10 23:01:49
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040246,2024-04-10 23:01:54
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040256,2024-05-03 23:02:38
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040288,2024-04-06 23:01:59
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040294,2024-04-09 23:01:38
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040318,2024-10-01 23:00:55
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040335,2024-04-11 23:02:07
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040374,2024-08-28 23:01:57
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040384,2024-07-04 23:01:04
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040405,2024-07-31 23:07:52
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040467,2024-04-30 23:08:14
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040472,2024-04-13 23:30:29
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040502,2024-05-30 23:02:56
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040559,2024-04-23 23:01:56
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040579,2024-05-01 23:05:45
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040593,2024-04-20 23:02:09
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040594,2024-06-30 23:08:26
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040595,2024-04-15 23:03:23
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040596,2024-05-22 23:03:59
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040599,2024-04-29 23:04:40
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040615,2024-05-31 23:12:17
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040704,2024-04-19 23:01:40
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040768,2024-05-03 23:02:44
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040772,2024-04-24 23:01:56
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040787,2024-04-23 23:02:37
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040810,2024-05-21 23:02:48
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040843,2024-05-01 23:06:00
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040851,2024-04-27 23:02:28
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040853,2024-04-27 23:02:30
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040876,2024-04-24 23:02:02
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040877,2024-04-30 23:08:43
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040915,2024-06-30 23:08:30
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040916,2024-04-30 23:08:50
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040923,2024-05-31 23:12:48
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040927,2024-04-24 17:41:12
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040942,2024-06-01 23:03:14
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040953,2024-08-31 23:07:29
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040972,2024-05-31 23:13:04
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040983,2024-04-27 23:02:42
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1040999,2024-04-26 23:03:01
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1041050,2024-09-30 12:24:14
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1041052,2024-07-05 23:01:28
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1041072,2024-06-20 21:28:45
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1041099,2024-05-08 23:01:57
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1041599,2024-04-30 23:08:56
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1042290,2024-08-31 23:07:41
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1042309,2024-05-31 23:13:13
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1042322,2024-07-31 23:08:18
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1042437,2024-05-01 23:06:45
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1042442,2024-06-03 23:03:14
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1042784,2024-05-08 23:02:31
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1042800,2024-07-31 23:08:26
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1042963,2024-05-04 23:01:53
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1043004,2024-08-31 23:07:49
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1043054,2024-08-09 23:02:55
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1043168,2024-05-12 23:02:32
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1043359,2024-05-22 23:04:03
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1043463,2024-05-31 23:13:43
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1043980,2024-07-31 23:08:30
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1044031,2024-09-30 23:03:32
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1044054,2024-06-03 23:03:23
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1044113,2024-05-06 23:02:37
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1044440,2024-06-29 23:03:56
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1044711,2024-06-06 23:02:04
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1044935,2024-07-21 23:00:34
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1045253,2024-05-11 23:02:25
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1045306,2024-05-12 23:02:40
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1045526,2024-09-22 23:02:31
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1045572,2024-05-11 23:02:27
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1045932,2024-05-16 23:04:11
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046027,2024-10-06 23:01:33
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046456,2024-06-24 23:01:29
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046462,2024-06-30 23:09:30
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046496,2024-05-14 23:01:54
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046513,2024-05-29 23:01:57
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046547,2024-08-02 23:01:56
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046563,2024-05-19 23:01:27
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046580,2024-05-19 23:01:58
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046586,2024-08-29 23:02:20
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046597,2024-06-16 23:01:01
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046640,2024-05-18 23:02:30
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046653,2024-05-23 09:31:18
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046662,2024-05-28 23:02:28
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046677,2024-06-01 23:04:02
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046703,2024-06-30 23:10:03
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046762,2024-05-23 23:04:18
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046764,2024-08-31 23:08:20
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046791,2024-09-30 23:03:45
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046802,2024-06-30 23:10:38
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046803,2024-07-06 23:00:47
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046891,2024-06-14 23:01:02
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046952,2024-06-04 23:02:54
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1046957,2024-06-16 23:01:04
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047081,2024-06-01 23:05:28
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047086,2024-07-31 23:09:31
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047100,2024-07-06 20:39:38
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047116,2024-06-30 23:11:05
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047442,2024-06-07 23:03:34
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047510,2024-09-08 23:01:23
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047580,2024-06-10 23:04:33
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047581,2024-06-17 23:09:26
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047732,2024-07-08 23:03:06
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047734,2024-06-15 23:03:38
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047764,2024-08-03 23:01:08
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047785,2024-06-21 23:02:22
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047786,2024-07-13 23:01:49
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047811,2024-09-01 23:02:52
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047819,2024-08-31 23:08:52
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047839,2024-06-19 23:01:07
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047868,2024-10-12 23:01:07
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047907,2024-08-04 23:00:56
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047910,2024-07-18 23:00:36
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047913,2024-07-20 23:01:20
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047917,2024-07-05 23:01:45
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047919,2024-09-12 18:08:16
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1047993,2024-07-10 23:01:56
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048026,2024-10-05 23:01:31
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048073,2024-10-08 23:02:04
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048142,2024-07-02 23:02:41
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048159,2024-07-28 23:01:14
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048213,2024-08-01 23:01:52
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048248,2024-07-03 23:02:19
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048297,2024-07-25 23:01:37
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048338,2024-07-09 23:02:35
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048396,2024-07-04 23:02:20
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048494,2024-10-02 23:02:33
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048507,2024-08-02 23:02:05
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048521,2024-08-02 23:02:07
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048523,2024-07-08 23:03:48
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048536,2024-07-20 23:01:24
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048542,2024-08-21 23:01:07
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048553,2024-07-26 23:01:11
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048599,2024-07-19 23:01:23
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048607,2024-07-08 23:03:56
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048614,2024-07-31 23:11:34
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048643,2024-10-11 23:01:15
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048664,2024-08-06 23:02:27
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048682,2024-08-31 23:09:19
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048693,2024-07-13 23:02:41
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048701,2024-07-10 23:02:28
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048736,2024-08-09 23:03:07
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048798,2024-08-11 23:03:40
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048800,2024-07-24 23:01:48
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048825,2024-07-15 23:05:52
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048836,2024-07-22 23:01:33
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048940,2024-07-31 23:11:57
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1048982,2024-08-19 23:01:16
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1049015,2024-07-21 23:00:49
Live-Out,Cancellations,Returning Maids,Filipina,Contract,1049087,2024-08-31 23:10:02
